,SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location
59995,Vacant/Abandoned Building,17-06790599,2017-10-10,Front,,Open,FRONT DOORS AND WINDOWS OPENED IN THE REAR,Vacant,False,False,206.0,W,119TH,ST,60628.0,1177016.47671875,1826033.4599832,34.0,5.0,53.0,41.677969490470524,-87.62769350723758,"(41.67796949047052, -87.62769350723758)"
59996,Vacant/Abandoned Building,17-06543262,2017-09-30,Front,,Open,DOORS/WINDOWS,Vacant,False,True,6534.0,S,HONORE,ST,60636.0,1165136.660275,1861345.56347732,15.0,7.0,67.0,41.77513015097206,-87.67018203891503,"(41.77513015097206, -87.67018203891503)"
59997,Vacant/Abandoned Building,17-06603267,2017-10-02,Front,,Open,GARAGE,Vacant,False,True,10213.0,S,MAY,ST,60643.0,1170456.75297529,1837075.81378601,34.0,22.0,73.0,41.7084163975704,-87.65138432879887,"(41.7084163975704, -87.65138432879888)"
59998,Vacant/Abandoned Building,17-06667083,2017-10-05,Front,,Open,,Vacant,False,True,10235.0,S,MORGAN,ST,60643.0,1171456.62790894,1836949.16602592,34.0,22.0,73.0,41.708047069226616,-87.64772640978123,"(41.708047069226616, -87.64772640978123)"
59999,Vacant/Abandoned Building,17-06314201,2017-09-21,Front,,Open,REAR DOOR,Vacant,False,True,6629.0,S,ARTESIAN,AVE,60629.0,1161182.28118327,1860628.44957853,16.0,8.0,66.0,41.77324505174549,-87.68469816924316,"(41.77324505174549, -87.68469816924315)"
60000,Vacant/Abandoned Building,17-06040630,2017-09-11,Rear,,Open,NONE,Vacant,False,True,4829.0,W,VAN BUREN,ST,60644.0,1144224.33395,1897574.47625,29.0,15.0,25.0,41.87496458254695,-87.74593687372948,"(41.87496458254695, -87.74593687372948)"
60001,Vacant/Abandoned Building,17-06074692,2017-09-12,Front,,Open,REAR DOORS AND GARAGE.,Vacant,False,True,4332.0,S,HERMITAGE,AVE,60609.0,1165403.22986658,1875968.79477605,15.0,9.0,61.0,41.815252432322296,-87.6687904254891,"(41.815252432322296, -87.66879042548909)"
60002,Vacant/Abandoned Building,17-06109806,2017-09-13,Rear,,Open,,Vacant,False,False,11338.0,S,NORMAL,AVE,60628.0,1174991.76041312,1829713.13980308,34.0,22.0,49.0,41.68811237016914,-87.6349954640337,"(41.688112370169144, -87.6349954640337)"
60003,Vacant/Abandoned Building,17-05731328,2017-08-27,Front,,Open,FRONT,Vacant,False,True,6650.0,S,HONORE,ST,60636.0,1165149.39369663,1860910.93751942,15.0,7.0,67.0,41.77393721041867,-87.67014764632256,"(41.77393721041867, -87.67014764632256)"
60004,Vacant/Abandoned Building,17-05752240,2017-08-28,Front,,Open,SIDE OPEN WINDOW.AND REAR BACK DOOR IS WIDE OPEN...,Vacant,False,True,7418.0,S,PEORIA,ST,60621.0,1171592.42748295,1855576.31551794,17.0,7.0,68.0,41.75915958368111,-87.64668490246505,"(41.75915958368111, -87.64668490246507)"
60005,Vacant/Abandoned Building,17-05304999,2017-08-09,,,,,,,,3541.0,N,OSCEOLA,AVE,60634.0,1125786.31908901,1922641.70479784,38.0,16.0,17.0,41.944078832032986,-87.81307677506155,"(41.944078832032986, -87.81307677506155)"
60006,Vacant/Abandoned Building,17-05312816,2017-08-09,Rear,,Open,BACK DOOR,Vacant,False,True,400.0,N,LAWLER,AVE,60644.0,1142630.82988201,1902262.23270912,37.0,15.0,25.0,41.88785814148547,-87.751670982802,"(41.88785814148547, -87.751670982802)"
60007,Vacant/Abandoned Building,17-04986349,2017-07-28,Rear,,Open,BACK DOOR,Vacant,False,True,6406.0,S,WINCHESTER,AVE,60636.0,1164456.67713032,1862178.05261748,15.0,7.0,67.0,41.77742897342573,-87.67265132938756,"(41.77742897342573, -87.67265132938758)"
60008,Vacant/Abandoned Building,17-05176718,2017-08-04,Front,,Open,ALL AROUND INCLUDING BASEMENT,Vacant,False,True,6428.0,S,PAULINA,ST,60636.0,1166102.02708835,1862042.96293263,15.0,7.0,67.0,41.777023423324366,-87.66662330315884,"(41.777023423324366, -87.66662330315884)"
60009,Vacant/Abandoned Building,17-04790825,2017-07-20,Front,,Open,ALL AROUND,Vacant,False,False,4321.0,S,MARSHFIELD,AVE,60609.0,1166062.83357701,1876054.03461818,15.0,9.0,61.0,41.81547231673277,-87.66636846475375,"(41.815472316732766, -87.66636846475373)"
60010,Vacant/Abandoned Building,17-04306585,2017-06-29,Front,,Boarded,,Vacant,False,True,4525.0,S,HERMITAGE,AVE,60609.0,1165437.42983208,1874692.13400689,15.0,9.0,61.0,41.81174840540262,-87.66870119355585,"(41.81174840540262, -87.66870119355585)"
60011,Vacant/Abandoned Building,17-04125274,2017-06-22,Rear,,Open,REAR,Vacant,False,False,634.0,N,LOCKWOOD,AVE,60644.0,1140915.62182894,1903685.64451675,37.0,15.0,25.0,41.891795889358896,-87.75793481829314,"(41.891795889358896, -87.75793481829312)"
60012,Vacant/Abandoned Building,17-02777156,2017-05-05,Front,,Open,FRONT DOOR,Vacant,False,True,4508.0,S,WOOD,ST,60609.0,1165103.68582558,1874799.58317346,15.0,9.0,61.0,41.812050334623386,-87.66992231236604,"(41.81205033462338, -87.66992231236605)"
60013,Vacant/Abandoned Building,17-02931399,2017-05-10,Front,,Open,,Vacant,False,True,6538.0,S,HONORE,ST,60636.0,1165137.460275,1861318.86347732,15.0,7.0,67.0,41.775056865719726,-87.6701798609749,"(41.775056865719726, -87.6701798609749)"
60014,Vacant/Abandoned Building,17-03008429,2017-05-12,,,,,,,,6415.0,S,HERMITAGE,AVE,60636.0,1165770.77763097,1862151.86887613,15.0,7.0,67.0,41.777329316197964,-87.6678345687141,"(41.77732931619796, -87.66783456871411)"
60015,Vacant/Abandoned Building,17-03008869,2017-05-12,,,,,,,,6450.0,S,PAULINA,ST,60636.0,1166097.02708835,1862218.66293263,15.0,7.0,67.0,41.77750567315682,-87.66663663944853,"(41.77750567315681, -87.66663663944853)"
60016,Vacant/Abandoned Building,17-07516413,2017-11-07,Front,,Open,,Vacant,False,True,3600.0,W,16TH,ST,60623.0,1152635.59169011,1891806.49001582,24.0,10.0,29.0,41.85897447059767,-87.71520645693369,"(41.858974470597666, -87.71520645693369)"
60017,Vacant/Abandoned Building,17-07516468,2017-11-07,Front,,Open,,Vacant,False,True,1510.0,S,KOMENSKY,AVE,60623.0,1149630.11421498,1892338.75341344,24.0,10.0,29.0,41.86049391175633,-87.72622484947334,"(41.86049391175633, -87.72622484947335)"
60018,Vacant/Abandoned Building,17-07298983,2017-10-30,Front,,Open,,Vacant,False,True,242.0,W,116TH,ST,60628.0,1176639.6040805,1828018.39187315,34.0,5.0,53.0,41.683424910034134,-87.62901359053079,"(41.683424910034134, -87.6290135905308)"
60019,Vacant/Abandoned Building,17-07087589,2017-10-21,Rear,,Open,REAR DOOR,Vacant,False,True,216.0,W,110TH,PL,60628.0,1176801.40110702,1831667.00760157,34.0,5.0,49.0,41.69343362595883,-87.62831200038508,"(41.693433625958825, -87.62831200038508)"
60020,Vacant/Abandoned Building,17-07097081,2017-10-22,Front,,Open,OPEN IN THE REAR AND ON 2ND LEVEL,Vacant,False,True,133.0,W,112TH,PL,60628.0,1177324.00498711,1830356.28248182,34.0,5.0,49.0,41.689825049696495,-87.62643802296948,"(41.6898250496965, -87.62643802296947)"
60021,Vacant/Abandoned Building,17-07129020,2017-10-23,Rear,,Open,REAR DOOR,Vacant,False,False,12862.0,S,EMERALD,AVE,60628.0,1173675.62929659,1819475.43817876,34.0,5.0,53.0,41.660047623112504,-87.6401152188903,"(41.6600476231125, -87.64011521889032)"
60022,Vacant/Abandoned Building,17-07178645,2017-10-25,,,,,,,,1422.0,N,BOSWORTH,AVE,60642.0,1165808.70493422,1909557.1717123,2.0,14.0,24.0,41.90741330610707,-87.66634589823559,"(41.907413306107074, -87.66634589823559)"
60023,Vacant/Abandoned Building,17-07204713,2017-10-26,Front,,Boarded,REAR,Occupied,False,True,4028.0,W,VAN BUREN,ST,60624.0,1149604.75708053,1897719.38108957,28.0,11.0,26.0,41.87525947742932,-87.7261782348579,"(41.87525947742932, -87.7261782348579)"
60024,Vacant/Abandoned Building,17-06804094,2017-10-10,Front,,Open,REAR,Vacant,False,False,12052.0,S,YALE,AVE,60628.0,1176780.73082445,1825019.52489952,34.0,5.0,53.0,41.67519238994389,-87.62858676971923,"(41.67519238994389, -87.62858676971923)"
60025,Vacant/Abandoned Building,17-06807511,2017-10-10,Front,,Open,,Vacant,False,True,11427.0,S,STEWART,AVE,60628.0,1175670.39710181,1829140.64351658,34.0,5.0,49.0,41.68652622951059,-87.63252808880665,"(41.68652622951059, -87.63252808880664)"
60026,Vacant/Abandoned Building,17-06818719,2017-10-11,,,,,,,,309.0,W,105TH,PL,60628.0,1176047.45389518,1834969.66832323,34.0,5.0,49.0,41.702513512066176,-87.63097375033716,"(41.70251351206617, -87.63097375033716)"
60027,Vacant/Abandoned Building,17-06853462,2017-10-12,Rear,,Open,UNKNOWN,Vacant,False,True,500.0,W,116TH,ST,60628.0,1175047.35600943,1827979.07169314,34.0,5.0,53.0,41.68335258218795,-87.63484340495646,"(41.68335258218795, -87.63484340495646)"
60028,Vacant/Abandoned Building,17-06883000,2017-10-13,,,,,,,,6542.0,S,GREEN,ST,60621.0,1171762.65519364,1861467.13147292,6.0,7.0,68.0,41.77532097140922,-87.64588847294777,"(41.775320971409215, -87.64588847294777)"
60029,Vacant/Abandoned Building,17-06993831,2017-10-17,Front,,Open,,Vacant,True,True,12025.0,S,EGGLESTON,AVE,60628.0,1175461.68150425,1825174.26571448,34.0,5.0,53.0,41.675646526780376,-87.63341011763025,"(41.675646526780376, -87.63341011763025)"
60030,Vacant/Abandoned Building,17-06598059,2017-10-02,Rear,,Open,,Vacant,False,False,2045.0,W,GARFIELD,BLVD,60636.0,1163582.26990459,1868041.47239645,15.0,7.0,67.0,41.79353735015145,-87.67569250719801,"(41.793537350151446, -87.67569250719802)"
60031,Vacant/Abandoned Building,17-06646398,2017-10-04,Rear,,Open,FRONT & REAR DOOOR IS OPEN,Vacant,False,True,310.0,W,107TH,ST,60628.0,1176055.25840823,1833973.38691117,34.0,5.0,49.0,41.69977939675484,-87.63097492376923,"(41.699779396754835, -87.63097492376922)"
60032,Vacant/Abandoned Building,17-06336081,2017-09-22,Rear,,Open,REAR,Vacant,False,True,5627.0,S,WINCHESTER,AVE,60636.0,1164317.79178834,1867315.28381535,15.0,7.0,67.0,41.79152912596256,-87.67301585336676,"(41.791529125962555, -87.67301585336675)"
60033,Vacant/Abandoned Building,17-06080474,2017-09-12,Front,,Open,WINDOWS.-,Vacant,False,True,6359.0,S,HERMITAGE,AVE,60636.0,1165762.07763097,1862516.56887613,15.0,7.0,67.0,41.77833028493418,-87.66785611646597,"(41.77833028493418, -87.66785611646597)"
60034,Vacant/Abandoned Building,17-05866453,2017-09-03,Front,,Open,FRONT DOOR OPEN AND WINDOWS BROKEN OUT,Vacant,False,True,6646.0,S,HONORE,ST,60636.0,1165158.79369663,1860603.13751942,15.0,7.0,67.0,41.77309236745301,-87.67012188900635,"(41.77309236745301, -87.67012188900635)"
60035,Vacant/Abandoned Building,17-05651389,2017-08-23,Front,,Boarded,,Vacant,False,False,100.0,W,MARQUETTE,RD,60621.0,1176770.43730935,1860555.03141855,6.0,7.0,69.0,41.772706754657406,-87.6275580822619,"(41.772706754657406, -87.62755808226191)"
60036,Vacant/Abandoned Building,17-04630449,2017-07-14,Front,,Open,2ND FL WINDOW,Vacant,False,True,5251.0,S,UNION,AVE,60609.0,1172524.98461947,1870054.11918872,3.0,9.0,61.0,41.79886786100917,-87.64284106733083,"(41.798867861009164, -87.64284106733083)"
60037,Vacant/Abandoned Building,17-04542061,2017-07-10,,,,,,,,5712.0,S,LOWE,AVE,60621.0,1172940.01801175,1867011.68581758,20.0,7.0,68.0,41.79050994197527,-87.64140885592123,"(41.79050994197527, -87.64140885592123)"
60038,Vacant/Abandoned Building,17-04564561,2017-07-11,Front,,Boarded,,Vacant,False,False,6117.0,S,WOOD,ST,60636.0,1165397.33146557,1864118.5637941002,15.0,7.0,67.0,41.78273410330789,-87.66914793445733,"(41.78273410330789, -87.66914793445731)"
60039,Vacant/Abandoned Building,17-03936939,2017-06-14,Front,,Open,FRONT DOOR AND SIDE WINDOWS,Vacant,False,True,5741.0,S,SEELEY,AVE,60636.0,1163675.05081509,1866572.0197299998,15.0,7.0,67.0,41.78950303726863,-87.67539352333955,"(41.78950303726863, -87.67539352333957)"
60040,Vacant/Abandoned Building,17-03183582,2017-05-18,Front,,Open,SVL WINDOWS UP A LITTLE,Vacant,False,False,6624.0,S,HERMITAGE,AVE,60636.0,1165810.64739116,1860765.81712482,15.0,7.0,67.0,41.77352496260819,-87.66772773384639,"(41.77352496260819, -87.6677277338464)"
60041,Vacant/Abandoned Building,17-03186919,2017-05-18,Front,,Open,FRONT /WOODEN BOARD HAS BEEN REMOVED FROM FRONT DOOR,Vacant,False,True,3222.0,W,HURON,ST,60624.0,1154692.81258324,1904482.17912463,27.0,11.0,23.0,41.89371698431769,-87.7073156684812,"(41.893716984317685, -87.70731566848121)"
60042,Vacant/Abandoned Building,17-07524956,2017-11-07,Front,,Open,,Vacant,False,False,8789.0,S,SOUTH CHICAGO,AVE,60617.0,1194438.23998199,1847120.41049587,7.0,4.0,46.0,41.735424988625226,-87.56323456761423,"(41.735424988625226, -87.56323456761423)"
60043,Vacant/Abandoned Building,17-07138800,2017-10-23,Front,,Open,FRONT,Vacant,False,True,9402.0,S,WALLACE,ST,60620.0,1173956.15009449,1842532.31103127,21.0,22.0,73.0,41.7233130390474,-87.63840802965986,"(41.7233130390474, -87.63840802965986)"
60044,Vacant/Abandoned Building,17-07151750,2017-10-24,Front,,Open,BASEMENT,Vacant,False,True,8850.0,S,THROOP,ST,60620.0,1169215.65999894,1845888.50997251,21.0,22.0,71.0,41.73262664000378,-87.65567526969616,"(41.73262664000378, -87.65567526969615)"
60045,Vacant/Abandoned Building,17-07217452,2017-10-26,Front,,Open,FRONT AND REAR,Vacant,False,True,9500.0,S,WALLACE,ST,60628.0,1173974.29971945,1841880.65831487,21.0,22.0,73.0,41.72152441126517,-87.6383608188018,"(41.72152441126517, -87.63836081880181)"
60046,Vacant/Abandoned Building,17-07233169,2017-10-27,Rear,,Open,THE BACK IS OPEN,Vacant,False,True,1025.0,W,103RD,ST,60643.0,1171191.07979219,1836515.78262143,34.0,22.0,73.0,41.706863596891395,-87.64871147757685,"(41.7068635968914, -87.64871147757684)"
60047,Vacant/Abandoned Building,17-07236781,2017-10-27,Front,,Open,REAR,Vacant,False,False,11517.0,S,RACINE,AVE,60643.0,1170393.78968701,1828410.98889672,34.0,5.0,53.0,41.684640106330015,-87.65186596183462,"(41.684640106330015, -87.65186596183463)"
60048,Vacant/Abandoned Building,17-06907876,2017-10-14,Front,,Open,FRONT,Vacant,True,True,11319.0,S,CARPENTER,ST,60643.0,1171350.23132929,1829654.89206712,34.0,22.0,75.0,41.688032763822775,-87.64832848754317,"(41.68803276382277, -87.64832848754315)"
60049,Vacant/Abandoned Building,17-07006278,2017-10-18,Front,,Open,FRONT,Vacant,False,False,8313.0,S,GREEN,ST,60620.0,1172080.24001621,1849727.60371582,21.0,6.0,71.0,41.743099264137115,-87.64506856392158,"(41.74309926413712, -87.64506856392158)"
60050,Vacant/Abandoned Building,17-07015276,2017-10-18,Rear,,Boarded,,Vacant,False,False,1248.0,W,115TH,ST,60643.0,1169978.55036757,1828513.71760051,34.0,22.0,75.0,41.68493101436717,-87.65338307045738,"(41.684931014367166, -87.65338307045738)"
60051,Vacant/Abandoned Building,17-07039768,2017-10-19,Garage,,Open,,Vacant,False,True,11748.0,S,JUSTINE,ST,60643.0,1168114.51760102,1826817.54033066,34.0,5.0,53.0,41.6803165840473,-87.66025532864559,"(41.680316584047304, -87.66025532864559)"
60052,Vacant/Abandoned Building,17-07059369,2017-10-20,,,,,,,,220.0,W,98TH,ST,60628.0,1176559.33003167,1839961.95003153,21.0,5.0,49.0,41.71620156052462,-87.62894986783509,"(41.71620156052462, -87.62894986783508)"
60053,Vacant/Abandoned Building,17-07063807,2017-10-20,,,,,,,,10752.0,S,WENTWORTH,AVE,60628.0,1176855.89001532,1833554.4900224,34.0,5.0,49.0,41.6986119287792,-87.62805591998504,"(41.6986119287792, -87.62805591998504)"
60054,Vacant/Abandoned Building,17-06759655,2017-10-09,Front,,Open,WINDOWS AND GARAGE,Vacant,False,False,11715.0,S,MORGAN,ST,60643.0,1171763.94721546,1827134.36988625,34.0,5.0,53.0,41.68110700457796,-87.64688743325931,"(41.68110700457796, -87.64688743325932)"
60055,Vacant/Abandoned Building,17-06809709,2017-10-10,Garage,,Open,GARAGE,Vacant,False,True,520.0,W,97TH,ST,60628.0,1174458.82337005,1840568.2096798,21.0,22.0,73.0,41.71791212201927,-87.63662500647116,"(41.71791212201927, -87.63662500647115)"
60056,Vacant/Abandoned Building,17-06852793,2017-10-12,Front,,Open,GARAGE AND DOORS,Vacant,False,True,1019.0,W,103RD,ST,60643.0,1171257.67979219,1836517.18262143,34.0,22.0,73.0,41.706865985458606,-87.648467548842,"(41.706865985458606, -87.64846754884202)"
60057,Vacant/Abandoned Building,17-05860763,2017-09-02,Front,,Open,FRONT AND THE GARAGE,Vacant,False,False,11518.0,S,JUSTINE,ST,60643.0,1168068.6600724,1828344.34783252,34.0,5.0,53.0,41.68450738775793,-87.66037953504028,"(41.68450738775794, -87.66037953504028)"
60058,Vacant/Abandoned Building,17-07575633,2017-11-09,Front,,Boarded,,Vacant,False,False,2142.0,S,DRAKE,AVE,60623.0,1153075.43259758,1889531.60050512,24.0,10.0,29.0,41.85272320772585,-87.7136522004546,"(41.852723207725845, -87.7136522004546)"
60059,Vacant/Abandoned Building,17-07575644,2017-11-09,Front,,Boarded,,Vacant,False,False,2144.0,S,DRAKE,AVE,60623.0,1153075.73259758,1889518.20050512,24.0,10.0,29.0,41.85268643060189,-87.71365145428274,"(41.85268643060189, -87.71365145428273)"
60060,Vacant/Abandoned Building,17-07474207,2017-11-05,Front,,Open,FRONT AND REAR DOORS WITH BROKEN WINDOWS,Vacant,True,False,695.0,N,MILWAUKEE,AVE,60642.0,1169630.40177435,1904817.41978397,27.0,12.0,24.0,41.89432473167052,-87.65244536801168,"(41.894324731670515, -87.65244536801168)"
60061,Vacant/Abandoned Building,17-06667296,2017-10-05,,,,,,,,2247.0,N,KEYSTONE,AVE,60639.0,1149014.122618,1914631.13159061,35.0,25.0,20.0,41.92167851763975,-87.72790864510962,"(41.92167851763975, -87.72790864510961)"
60062,Vacant/Abandoned Building,17-05948575,2017-09-07,Front,,Open,FRONT,Vacant,False,False,6440.0,S,HOYNE,AVE,60636.0,1163469.89489796,1861925.60930833,16.0,7.0,67.0,41.77675698204435,-87.67627595688533,"(41.77675698204434, -87.67627595688535)"
60063,Vacant/Abandoned Building,17-03974269,2017-06-16,Front,,Open,,Vacant,False,False,4026.0,W,GEORGE,ST,60641.0,1149047.05087171,1918984.62400533,31.0,25.0,21.0,41.933624252142174,-87.72767466842066,"(41.93362425214217, -87.72767466842066)"
60064,Vacant/Abandoned Building,17-07407893,2017-11-03,Front,,Boarded,,Vacant,False,True,3952.0,W,FLOURNOY,ST,60624.0,1150140.83570837,1896735.4598246997,24.0,11.0,26.0,41.8725490630541,-87.72423558652456,"(41.8725490630541, -87.72423558652457)"
60065,Vacant/Abandoned Building,17-07698350,2017-11-14,Front,,Open,,Vacant,False,True,1526.0,S,CENTRAL PARK,AVE,60623.0,1152621.13532606,1892297.66958632,24.0,10.0,29.0,41.8603226097229,-87.71524654231214,"(41.8603226097229, -87.71524654231214)"
60066,Vacant/Abandoned Building,17-07585410,2017-11-09,Front,,Open,BACK DOOR,Vacant,False,True,5422.0,S,UNION,AVE,60609.0,1172557.03049261,1868835.8339043998,20.0,9.0,61.0,41.79552405081047,-87.64275943983371,"(41.795524050810464, -87.64275943983372)"
60067,Vacant/Abandoned Building,17-07491499,2017-11-06,Front,,Open,FRONT DOOR,Occupied,False,True,335.0,W,106TH,ST,60628.0,1175911.84057082,1834634.1714203,34.0,5.0,49.0,41.70159589391324,-87.6314803402497,"(41.701595893913236, -87.63148034024968)"
60068,Vacant/Abandoned Building,17-07183574,2017-10-25,Front,,Open,ALL AROUND,Vacant,False,False,7915.0,S,UNION,AVE,60620.0,1173006.84701552,1852396.43957817,17.0,6.0,71.0,41.75040250757017,-87.64159483106467,"(41.750402507570165, -87.64159483106465)"
60069,Vacant/Abandoned Building,17-06748120,2017-10-08,Front,,Open,FRONT DOOR,Vacant,False,True,10144.0,S,PRINCETON,AVE,60628.0,1176080.63001911,1837566.52002367,9.0,5.0,49.0,41.70963890074159,-87.63077469074041,"(41.70963890074159, -87.63077469074041)"
60070,Vacant/Abandoned Building,17-06824436,2017-10-11,Rear,,Open,SIDE DOOR,Vacant,True,True,5744.0,S,EMERALD,AVE,60621.0,1172283.01902449,1866776.31830265,20.0,7.0,68.0,41.78987855230224,-87.64382481791918,"(41.78987855230224, -87.64382481791918)"
60071,Vacant/Abandoned Building,17-06201218,2017-09-17,Front,,Open,FRONT,Vacant,True,True,11347.0,S,STATE,ST,60628.0,1178279.175294,1829639.27869876,9.0,5.0,49.0,41.687835923921426,-87.62296279472956,"(41.68783592392143, -87.62296279472957)"
60072,Vacant/Abandoned Building,17-06311456,2017-09-21,Front,,Open,,Vacant,False,True,11958.0,S,LA SALLE,ST,60628.0,1177412.63572009,1825652.98822207,9.0,5.0,53.0,41.67691650520422,-87.62625486465714,"(41.67691650520422, -87.62625486465714)"
60073,Vacant/Abandoned Building,17-06324328,2017-09-21,,,,,,,,10117.0,S,YALE,AVE,60628.0,1176399.89789488,1837855.22283384,9.0,5.0,49.0,41.71042398749067,-87.62959685130535,"(41.71042398749067, -87.62959685130535)"
60074,Vacant/Abandoned Building,17-05774265,2017-08-29,Front,,Open,,Vacant,False,False,10443.0,S,INDIANA,AVE,60628.0,1179431.87279766,1835629.74011672,9.0,5.0,49.0,41.70424842795196,-87.61856091600607,"(41.70424842795196, -87.61856091600607)"
60075,Vacant/Abandoned Building,17-05925681,2017-09-06,Front,,Open,ALL AROUND,Vacant,False,True,11412.0,S,CALUMET,AVE,60628.0,1180616.51107985,1829303.3339181999,9.0,5.0,49.0,41.68686083432975,-87.61441635863576,"(41.68686083432975, -87.61441635863576)"
60076,Vacant/Abandoned Building,17-04703609,2017-07-17,Front,,Open,ALL AROUND,Vacant,False,True,9032.0,S,MAY,ST,60620.0,1170239.55420537,1844900.19861056,21.0,22.0,73.0,41.72989238958725,-87.65195294899807,"(41.72989238958725, -87.65195294899806)"
60077,Vacant/Abandoned Building,17-07685942,2017-11-13,Front,,Open,FRONT AND REAR,Vacant,False,False,4548.0,S,ASHLAND,AVE,60609.0,1166435.93568994,1874554.47241755,15.0,9.0,61.0,41.81134939722997,-87.66504263834737,"(41.81134939722997, -87.66504263834737)"
60078,Vacant/Abandoned Building,17-07720713,2017-11-15,Front,,Open,,Vacant,False,False,5215.0,S,ST LOUIS,AVE,60632.0,1153927.76197043,1869819.5399683998,14.0,8.0,63.0,41.798613837349905,-87.71104790136127,"(41.79861383734991, -87.71104790136127)"
60079,Vacant/Abandoned Building,17-07261064,2017-10-28,Front,,Open,FRONT,Vacant,False,False,9318.0,S,COTTAGE GROVE,AVE,60619.0,1183190.6962338001,1843371.63992265,9.0,6.0,44.0,41.725406714968344,-87.6045568928277,"(41.72540671496834, -87.6045568928277)"
